generated_rule,ground_truth_rule,meteor,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure,bert_precision,bert_recall,bert_f1,cosine_similarity
The session is considered permanent if the '_permanent' key is set to true.,"request, session, g, and current_app are all proxies tied to a context. They only work while the right app or request context is active.",0.09025270758122744,0.3076923076923077,0.16,0.2105263157894737,0.0,0.0,0.0,0.23076923076923078,0.12,0.15789473684210525,0.8744010329246521,0.8620434999465942,0.8681783080101013,0.30536407232284546
The session is considered permanent if the '_permanent' key is set to true.,"Flask's session object doesn't notice when you mutate something in place, like appending to a list. You need to manually set session.modified = True when that happens.",0.08223684210526316,0.3076923076923077,0.13793103448275862,0.1904761904761905,0.0,0.0,0.0,0.23076923076923078,0.10344827586206896,0.14285714285714288,0.8835253119468689,0.8688841462135315,0.8761435747146606,0.3769639730453491
The session is considered permanent if the '_permanent' key is set to true.,Sessions are stored in a signed cookie that normally disappears when the browser closes. Setting permanent to True keeps it alive for as long as PERMANENT_SESSION_LIFETIME says.,0.1731378471966404,0.5384615384615384,0.2413793103448276,0.3333333333333333,0.08333333333333333,0.03571428571428571,0.05,0.38461538461538464,0.1724137931034483,0.23809523809523808,0.8904017210006714,0.852832555770874,0.8712123036384583,0.7596231698989868
The session is considered permanent if the '_permanent' key is set to true.,"Trailing slashes matter for routing. A route defined with a trailing slash will redirect a request without one to the slash version, and a route without a trailing slash returns a 404 if someone requests it with one.",0.051948051948051945,0.23076923076923078,0.07894736842105263,0.11764705882352941,0.0,0.0,0.0,0.15384615384615385,0.05263157894736842,0.0784313725490196,0.8478286862373352,0.8365140557289124,0.8421333432197571,0.019338078796863556
The session is considered permanent if the '_permanent' key is set to true.,"If a route has a default value and also accepts POST, the version with the default should only handle GET, since a redirect can't carry form data along with it.",0.062111801242236024,0.23076923076923078,0.0967741935483871,0.13636363636363635,0.0,0.0,0.0,0.15384615384615385,0.06451612903225806,0.09090909090909091,0.8560311794281006,0.8429588079452515,0.8494447469711304,0.13721036911010742
The session is considered permanent if the '_permanent' key is set to true.,"Routes default to handling GET, along with HEAD. OPTIONS gets added automatically unless provide_automatic_options is turned off.",0.07653061224489795,0.15384615384615385,0.10526315789473684,0.125,0.0,0.0,0.0,0.07692307692307693,0.05263157894736842,0.0625,0.8679067492485046,0.8588932156562805,0.8633764982223511,0.2656780183315277
The session is considered permanent if the '_permanent' key is set to true.,"A view's endpoint name comes from its function name unless you set one explicitly, and it automatically gets prefixed with the blueprint's name if it's registered through one.",0.07987220447284345,0.23076923076923078,0.0967741935483871,0.13636363636363635,0.0,0.0,0.0,0.15384615384615385,0.06451612903225806,0.09090909090909091,0.8566890954971313,0.8418550491333008,0.8492072820663452,0.10863704979419708
The session is considered permanent if the '_permanent' key is set to true.,"If a view function has a required_methods attribute, Flask will always include those methods on the route, even if you explicitly set different ones in the route() call.",0.07987220447284345,0.3076923076923077,0.13793103448275862,0.1904761904761905,0.0,0.0,0.0,0.23076923076923078,0.10344827586206896,0.14285714285714288,0.8794233798980713,0.8591325879096985,0.8691595792770386,0.07105215638875961
The session will not be modified unless the modified attribute is explicitly set to true.,"request, session, g, and current_app are all proxies tied to a context. They only work while the right app or request context is active.",0.09025270758122744,0.26666666666666666,0.16,0.2,0.0,0.0,0.0,0.2,0.12,0.15,0.876462996006012,0.8536663055419922,0.8649144768714905,0.27975356578826904
The session will not be modified unless the modified attribute is explicitly set to true.,"Flask's session object doesn't notice when you mutate something in place, like appending to a list. You need to manually set session.modified = True when that happens.",0.08223684210526316,0.3333333333333333,0.1724137931034483,0.22727272727272724,0.0,0.0,0.0,0.2,0.10344827586206896,0.13636363636363635,0.9042189717292786,0.8733197450637817,0.8885007500648499,0.5182670950889587
